movie_title,year,movie+title,tmdb_id
Indiana Jones and the Last Crusade ,1989,Indiana+Jones+and+the+Last+Crusade,89
M*A*S*H ,1970,M*A*S*H,651
"Unbearable Lightness of Being, The ",1988,"Unbearable+Lightness+of+Being,+The",10644
"Room with a View, A ",1986,"Room+with+a+View,+A",11257
Pink Floyd - The Wall ,1982,Pink+Floyd+-+The+Wall,12104
Field of Dreams ,1989,Field+of+Dreams,2323
When Harry Met Sally... ,1989,When+Harry+Met+Sally...,639
Bram Stoker's Dracula ,1992,Bram+Stoker's+Dracula,6114
Cape Fear ,1991,Cape+Fear,1598
"Nightmare on Elm Street, A ",1984,"Nightmare+on+Elm+Street,+A",377
"Mirror Has Two Faces, The ",1996,"Mirror+Has+Two+Faces,+The",25189
Breaking the Waves ,1996,Breaking+the+Waves,145
Star Trek: First Contact ,1996,Star+Trek:+First+Contact,199
Sling Blade ,1996,Sling+Blade,12498
Ridicule ,1996,Ridicule,12709
101 Dalmatians ,1996,101+Dalmatians,11674
Die Hard 2 ,1990,Die+Hard+2,1573
Star Trek VI: The Undiscovered Country ,1991,Star+Trek+VI:+The+Undiscovered+Country,174
Star Trek: The Wrath of Khan ,1982,Star+Trek:+The+Wrath+of+Khan,154
Star Trek III: The Search for Spock ,1984,Star+Trek+III:+The+Search+for+Spock,157
Star Trek IV: The Voyage Home ,1986,Star+Trek+IV:+The+Voyage+Home,168
Batman Returns ,1992,Batman+Returns,364
Young Guns ,1988,Young+Guns,11967
Under Siege ,1992,Under+Siege,8845
Jaws ,1975,Jaws,578
Mars Attacks! ,1996,Mars+Attacks!,75
Citizen Ruth ,1996,Citizen+Ruth,13891
Jerry Maguire ,1996,Jerry+Maguire,9390
Raising Arizona ,1987,Raising+Arizona,378
Sneakers ,1992,Sneakers,2322
Beavis and Butt-head Do America ,1996,Beavis+and+Butt-head+Do+America,3179
"Last of the Mohicans, The ",1992,"Last+of+the+Mohicans,+The",9361
Kolya ,1997,Kolya,784
Jungle2Jungle ,1997,Jungle2Jungle,-1
Smilla's Sense of Snow ,1997,Smilla's+Sense+of+Snow,9311
"Devil's Own, The ",1997,"Devil's+Own,+The",4477
Chasing Amy ,1997,Chasing+Amy,2255
Turbo: A Power Rangers Movie ,1997,Turbo:+A+Power+Rangers+Movie,6499
Grosse Pointe Blank ,1997,Grosse+Pointe+Blank,9434
Austin Powers: International Man of Mystery ,1997,Austin+Powers:+International+Man+of+Mystery,816
"Fifth Element, The ",1997,"Fifth+Element,+The",18
Shall We Dance? ,1997,Shall+We+Dance?,11239
"Lost World: Jurassic Park, The ",1997,"Lost+World:+Jurassic+Park,+The",330
"Pillow Book, The ",1997,"Pillow+Book,+The",26422
Batman & Robin ,1997,Batman+&+Robin,415
My Best Friend's Wedding ,1997,My+Best+Friend's+Wedding,8874
When the Cats Away (Chacun cherche son chat) ,1997,When+the+Cats+Away+(Chacun+cherche+son+chat),-1
Men in Black ,1997,Men+in+Black,607
Contact ,1997,Contact,686
George of the Jungle ,1997,George+of+the+Jungle,10603
Event Horizon ,1997,Event+Horizon,8413
Air Bud ,1997,Air+Bud,20737
In the Company of Men ,1997,In+the+Company+of+Men,14585
Steel ,1997,Steel,8854
Mimic ,1997,Mimic,4961
"Hunt for Red October, The ",1990,"Hunt+for+Red+October,+The",1669
Kull the Conqueror ,1997,Kull+the+Conqueror,17832
u,nan,u,470044
Chasing Amy ,1997,Chasing+Amy,2255
"Full Monty, The ",1997,"Full+Monty,+The",9427
Gattaca ,1997,Gattaca,782
Starship Troopers ,1997,Starship+Troopers,563
Good Will Hunting ,1997,Good+Will+Hunting,489
Heat ,1995,Heat,949
Sabrina ,1995,Sabrina,11860
Sense and Sensibility ,1995,Sense+and+Sensibility,4584
Leaving Las Vegas ,1995,Leaving+Las+Vegas,451
Restoration ,1995,Restoration,35196
Bed of Roses ,1996,Bed+of+Roses,20927
Once Upon a Time... When We Were Colored ,1995,Once+Upon+a+Time...+When+We+Were+Colored,-1
Up Close and Personal ,1996,Up+Close+and+Personal,9302
"River Wild, The ",1994,"River+Wild,+The",8987
"Time to Kill, A ",1996,"Time+to+Kill,+A",1645
Emma ,1996,Emma,3573
Tin Cup ,1996,Tin+Cup,10478
Secrets & Lies ,1996,Secrets+&+Lies,11159
"English Patient, The ",1996,"English+Patient,+The",409
Marvin's Room ,1996,Marvin's+Room,9819
Scream ,1996,Scream,4232
Evita ,1996,Evita,8818
Fierce Creatures ,1997,Fierce+Creatures,12145
Absolute Power ,1997,Absolute+Power,66
Rosewood ,1997,Rosewood,25624
Donnie Brasco ,1997,Donnie+Brasco,9366
Liar Liar ,1997,Liar+Liar,1624
Breakdown ,1997,Breakdown,2163
"Promesse, La ",1997,"Promesse,+La",24183
Ulee's Gold ,1997,Ulee's+Gold,55306
Face/Off ,1997,Face/Off,754
Hoodlum ,1997,Hoodlum,22073
Air Force One ,1997,Air+Force+One,9772
In & Out ,1997,In+&+Out,607
L.A. Confidential ,1997,L.A.+Confidential,2118
Ulee's Gold ,1997,Ulee's+Gold,55306
Fly Away Home ,1996,Fly+Away+Home,11076
"Ice Storm, The ",1997,"Ice+Storm,+The",68924
"Mrs. Brown (Her Majesty, Mrs. Brown) ",1997,"Mrs.+Brown+(Her+Majesty,+Mrs.+Brown)",17589
"Devil's Advocate, The ",1997,"Devil's+Advocate,+The",1813
FairyTale: A True Story ,1997,FairyTale:+A+True+Story,29911
Deceiver ,1997,Deceiver,14583
"Rainmaker, The ",1997,"Rainmaker,+The",11975
"Wings of the Dove, The ",1997,"Wings+of+the+Dove,+The",45609
Midnight in the Garden of Good and Evil ,1997,Midnight+in+the+Garden+of+Good+and+Evil,8197
Titanic ,1997,Titanic,597
3 Ninjas: High Noon At Mega Mountain ,1997,3+Ninjas:+High+Noon+At+Mega+Mountain,-1
Apt Pupil ,1998,Apt+Pupil,9445
As Good As It Gets ,1997,As+Good+As+It+Gets,2898
In the Name of the Father ,1993,In+the+Name+of+the+Father,7984
Schindler's List ,1993,Schindler's+List,424
Everyone Says I Love You ,1996,Everyone+Says+I+Love+You,9716
Paradise Lost: The Child Murders at Robin Hood Hills ,1996,Paradise+Lost:+The+Child+Murders+at+Robin+Hood+Hills,17204
Mother ,1996,Mother,27265
Murder at 1600 ,1997,Murder+at+1600,9415
Dante's Peak ,1997,Dante's+Peak,9619
Lost Highway ,1997,Lost+Highway,638
Crash ,1997,Crash,884
G.I. Jane ,1997,G.I.+Jane,4421
Cop Land ,1997,Cop+Land,2142
Conspiracy Theory ,1997,Conspiracy+Theory,8834
Desperate Measures ,1998,Desperate+Measures,9458
187 ,1997,187,6072
"Edge, The ",1997,"Edge,+The",9433
Kiss the Girls ,1997,Kiss+the+Girls,9437
"Game, The ",1997,"Game,+The",2649
U Turn ,1997,U+Turn,10155
How to Be a Player ,1997,How+to+Be+a+Player,28353
Playing God ,1997,Playing+God,12628
"House of Yes, The ",1997,"House+of+Yes,+The",33344
Bean ,1997,Bean,1281
Mad City ,1997,Mad+City,9770
Boogie Nights ,1997,Boogie+Nights,4995
Critical Care ,1997,Critical+Care,61337
"Man Who Knew Too Little, The ",1997,"Man+Who+Knew+Too+Little,+The",9414
Alien: Resurrection ,1997,Alien:+Resurrection,8078
"Apostle, The ",1997,"Apostle,+The",2895
Deconstructing Harry ,1997,Deconstructing+Harry,2639
Jackie Brown ,1997,Jackie+Brown,184
Wag the Dog ,1998,Wag+the+Dog,586
Desperate Measures ,1998,Desperate+Measures,9458
Hard Rain ,1998,Hard+Rain,11258
Fallen ,1998,Fallen,9411
"Prophecy II, The ",1998,"Prophecy+II,+The",9033
Spice World ,1997,Spice+World,6116
Deep Rising ,1998,Deep+Rising,9457
"Wedding Singer, The ",1998,"Wedding+Singer,+The",11003
Sphere ,1998,Sphere,10153
"Client, The ",1994,"Client,+The",10731
One Flew Over the Cuckoo's Nest ,1975,One+Flew+Over+the+Cuckoo's+Nest,510
Spawn ,1997,Spawn,10336
"Assignment, The ",1997,"Assignment,+The",18355
Wonderland ,1997,Wonderland,251481
Incognito ,1997,Incognito,45928
Blues Brothers 2000 ,1998,Blues+Brothers+2000,11568
Sudden Death ,1995,Sudden+Death,9091
Ace Ventura: When Nature Calls ,1995,Ace+Ventura:+When+Nature+Calls,9273
Powder ,1995,Powder,12665
Dangerous Minds ,1995,Dangerous+Minds,9909
Clueless ,1995,Clueless,9603
Bio-Dome ,1996,Bio-Dome,9536
Black Sheep ,1996,Black+Sheep,13997
Mary Reilly ,1996,Mary+Reilly,9095
"Bridges of Madison County, The ",1996,"Bridges+of+Madison+County,+The",688
Jeffrey ,1995,Jeffrey,17447
Judge Dredd ,1995,Judge+Dredd,9482
Mighty Morphin Power Rangers: The Movie ,1995,Mighty+Morphin+Power+Rangers:+The+Movie,9070
Showgirls ,1995,Showgirls,10802
Houseguest ,1994,Houseguest,-1
Heavyweights ,1994,Heavyweights,-1
Miracle on 34th Street ,1994,Miracle+on+34th+Street,10510
Tales From the Crypt Presents: Demon Knight ,1995,Tales+From+the+Crypt+Presents:+Demon+Knight,9059
Star Trek: Generations ,1994,Star+Trek:+Generations,193
Muriel's Wedding ,1994,Muriel's+Wedding,236
"Adventures of Priscilla, Queen of the Desert, The ",1994,"Adventures+of+Priscilla,+Queen+of+the+Desert,+The",2759
"Flintstones, The ",1994,"Flintstones,+The",888
Naked Gun 33 1/3: The Final Insult ,1994,Naked+Gun+33+1/3:+The+Final+Insult,36593
True Lies ,1994,True+Lies,36955
Addams Family Values ,1993,Addams+Family+Values,2758
"Age of Innocence, The ",1993,"Age+of+Innocence,+The",10436
Beverly Hills Cop III ,1994,Beverly+Hills+Cop+III,306
Black Beauty ,1994,Black+Beauty,14522
Fear of a Black Hat ,1993,Fear+of+a+Black+Hat,-1
Last Action Hero ,1993,Last+Action+Hero,9593
"Man Without a Face, The ",1993,"Man+Without+a+Face,+The",10502
Mrs. Doubtfire ,1993,Mrs.+Doubtfire,788
Radioland Murders ,1994,Radioland+Murders,22588
Robin Hood: Men in Tights ,1993,Robin+Hood:+Men+in+Tights,8005
Serial Mom ,1994,Serial+Mom,11592
Striking Distance ,1993,Striking+Distance,11074
Super Mario Bros. ,1993,Super+Mario+Bros.,9607
"Three Musketeers, The ",1993,"Three+Musketeers,+The",10057
"Little Rascals, The ",1994,"Little+Rascals,+The",10897
"Brady Bunch Movie, The ",1995,"Brady+Bunch+Movie,+The",9066
Ghost ,1990,Ghost,251
Batman ,1989,Batman,268
Pinocchio ,1940,Pinocchio,10895
Mission: Impossible ,1996,Mission:+Impossible,954
Thinner ,1996,Thinner,10280
Spy Hard ,1996,Spy+Hard,10535
"Close Shave, A ",1996,"Close+Shave,+A",532
Jack ,1996,Jack,7095
Kingpin ,1996,Kingpin,11543
"Nutty Professor, The ",1996,"Nutty+Professor,+The",9327
"Very Brady Sequel, A ",1996,"Very+Brady+Sequel,+A",12606
Tales from the Crypt Presents: Bordello of Blood ,1996,Tales+from+the+Crypt+Presents:+Bordello+of+Blood,9431
My Favorite Year ,1982,My+Favorite+Year,31044
"Apple Dumpling Gang, The ",1975,"Apple+Dumpling+Gang,+The",18660
Old Yeller ,1957,Old+Yeller,22660
"Parent Trap, The ",1961,"Parent+Trap,+The",19186
Cinderella ,1950,Cinderella,11224
Mary Poppins ,1964,Mary+Poppins,433
Alice in Wonderland ,1951,Alice+in+Wonderland,12092
William Shakespeare's Romeo and Juliet ,1996,William+Shakespeare's+Romeo+and+Juliet,454
Aladdin and the King of Thieves ,1996,Aladdin+and+the+King+of+Thieves,11238
E.T. the Extra-Terrestrial ,1982,E.T.+the+Extra-Terrestrial,601
Children of the Corn: The Gathering ,1996,Children+of+the+Corn:+The+Gathering,25750
Bob Roberts ,1992,Bob+Roberts,10608
"Transformers: The Movie, The ",1986,"Transformers:+The+Movie,+The",1857
To Kill a Mockingbird ,1962,To+Kill+a+Mockingbird,595
Harold and Maude ,1971,Harold+and+Maude,343
"Day the Earth Stood Still, The ",1951,"Day+the+Earth+Stood+Still,+The",828
Duck Soup ,1933,Duck+Soup,3063
Highlander ,1986,Highlander,8009
Fantasia ,1940,Fantasia,756
Heathers ,1989,Heathers,2640
Forbidden Planet ,1956,Forbidden+Planet,830
Butch Cassidy and the Sundance Kid ,1969,Butch+Cassidy+and+the+Sundance+Kid,642
"American Werewolf in London, An ",1981,"American+Werewolf+in+London,+An",814
Amityville 1992: It's About Time ,1992,Amityville+1992:+It's+About+Time,41671
Amityville 3-D ,1983,Amityville+3-D,27214
Amityville: A New Generation ,1993,Amityville:+A+New+Generation,33519
Amityville II: The Possession ,1982,Amityville+II:+The+Possession,16235
"Amityville Horror, The ",1979,"Amityville+Horror,+The",11449
"Amityville Curse, The ",1990,"Amityville+Curse,+The",41848
"Birds, The ",1963,"Birds,+The",571
"Blob, The ",1958,"Blob,+The",8851
"Body Snatcher, The ",1945,"Body+Snatcher,+The",30346
Burnt Offerings ,1976,Burnt+Offerings,13549
Carrie ,1976,Carrie,7340
"Omen, The ",1976,"Omen,+The",794
Star Trek: The Motion Picture ,1979,Star+Trek:+The+Motion+Picture,152
Star Trek V: The Final Frontier ,1989,Star+Trek+V:+The+Final+Frontier,172
Grease ,1978,Grease,621
Jaws 2 ,1978,Jaws+2,579
Jaws 3-D ,1983,Jaws+3-D,17692
Bastard Out of Carolina ,1996,Bastard+Out+of+Carolina,41240
Jackie Chan's First Strike ,1997,Jackie+Chan's+First+Strike,9404
Beverly Hills Ninja ,1997,Beverly+Hills+Ninja,9622
Free Willy 3: The Rescue ,1997,Free+Willy+3:+The+Rescue,18519
Nixon ,1995,Nixon,10858
"Cry, the Beloved Country ",1995,"Cry,+the+Beloved+Country",34615
"Crossing Guard, The ",1995,"Crossing+Guard,+The",27526
Smoke ,1995,Smoke,10149
Like Water For Chocolate (Como agua para chocolate) ,1992,Like+Water+For+Chocolate+(Como+agua+para+chocolate),18183
"Secret of Roan Inish, The ",1994,"Secret+of+Roan+Inish,+The",-1
Vanya on 42nd Street ,1994,Vanya+on+42nd+Street,32636
"Jungle Book, The ",1994,"Jungle+Book,+The",10714
Red Rock West ,1992,Red+Rock+West,-1
"Bronx Tale, A ",1993,"Bronx+Tale,+A",1607
Rudy ,1993,Rudy,14534
Short Cuts ,1993,Short+Cuts,695
Tombstone ,1993,Tombstone,11969
Courage Under Fire ,1996,Courage+Under+Fire,10684
Dragonheart ,1996,Dragonheart,8840
James and the Giant Peach ,1996,James+and+the+Giant+Peach,10539
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1963,Dr.+Strangelove+or:+How+I+Learned+to+Stop+Worrying+and+Love+the+Bomb,-1
Trainspotting ,1996,Trainspotting,627
"First Wives Club, The ",1996,"First+Wives+Club,+The",2925
Matilda ,1996,Matilda,10830
"Philadelphia Story, The ",1940,"Philadelphia+Story,+The",981
Vertigo ,1958,Vertigo,426
North by Northwest ,1959,North+by+Northwest,213
"Apartment, The ",1960,"Apartment,+The",284
Some Like It Hot ,1959,Some+Like+It+Hot,239
Casablanca ,1942,Casablanca,289
"Maltese Falcon, The ",1941,"Maltese+Falcon,+The",963
My Fair Lady ,1964,My+Fair+Lady,11113
Sabrina ,1954,Sabrina,6620
Roman Holiday ,1953,Roman+Holiday,804
Sunset Blvd. ,1950,Sunset+Blvd.,599
Notorious ,1946,Notorious,303
To Catch a Thief ,1955,To+Catch+a+Thief,381
"Adventures of Robin Hood, The ",1938,"Adventures+of+Robin+Hood,+The",10907
East of Eden ,1955,East+of+Eden,220
"Thin Man, The ",1934,"Thin+Man,+The",3529
His Girl Friday ,1940,His+Girl+Friday,3085
Around the World in 80 Days ,1956,Around+the+World+in+80+Days,2897
It's a Wonderful Life ,1946,It's+a+Wonderful+Life,1585
Bringing Up Baby ,1938,Bringing+Up+Baby,900
"African Queen, The ",1951,"African+Queen,+The",488
Cat on a Hot Tin Roof ,1958,Cat+on+a+Hot+Tin+Roof,261
Fly Away Home ,1996,Fly+Away+Home,11076
Dumbo ,1941,Dumbo,11360
Bananas ,1971,Bananas,11302
"Candidate, The ",1972,"Candidate,+The",21711
